1 1 1 0 1 1 
6 1 1 1 1 1 
11 1 1 0 1 0 
16 1 1 0 1 0 
21 1 1 0 1 0 
26 1 1 0 1 0 
31 1 1 0 1 0 
36 1 1 0 1 0 
41 1 1 0 1 0 
46 1 1 0 1 0 
51 1 1 0 1 0 
56 1 1 1 1 0 
61 1 1 1 1 0 
66 1 1 1 1 2 
71 1 1 1 2 2 
76 1 1 2 2 2 
81 1 1 2 2 2 
86 1 1 2 2 1 
91 1 1 2 2 1 
96 1 1 2 2 1 
101 1 1 2 2 1 
106 1 1 2 2 1 
111 1 1 2 2 1 
116 1 1 2 2 1 
121 1 1 2 2 1 
126 1 1 2 2 1 
131 1 1 2 2 1 
136 1 1 2 2 2 
141 1 1 2 2 1 
146 1 1 2 2 1 
151 1 1 2 2 1 
156 1 1 2 2 1 
161 1 1 2 2 2 
166 1 1 2 2 2 
171 1 1 2 2 1 
176 1 1 2 2 2 
181 1 1 2 2 2 
186 1 1 2 2 2 
191 1 1 2 2 2 
196 1 1 2 2 2 
201 1 1 2 2 2 
206 1 1 2 2 2 
211 1 1 2 2 2 
216 1 1 2 2 2 
221 1 1 2 2 2 
226 1 1 2 2 2 
231 1 1 2 2 2 
236 1 1 2 2 2 
241 1 1 2 2 2 
246 1 1 2 2 2 
251 1 1 2 2 2 
256 1 1 2 2 2 
261 1 1 2 2 2 
266 1 1 2 2 2 
271 1 1 2 2 2 
276 1 1 2 2 2 
281 1 1 2 2 2 
286 1 1 2 2 2 
291 1 1 2 2 2 
296 1 1 2 2 2 
301 1 1 2 2 2 
306 1 1 2 2 2 
311 1 1 2 2 1 
316 1 1 2 2 1 
321 1 1 2 2 2 
326 1 1 2 2 2 
331 1 1 2 2 2 
336 1 1 2 2 2 
341 1 1 2 2 2 
346 1 1 2 2 2 
351 1 1 2 2 2 
356 1 1 2 2 1 
361 1 1 2 2 1 
366 1 1 2 2 1 
371 1 1 2 2 1 
376 1 1 2 2 1 
381 1 1 2 2 1 
386 1 1 2 2 1 
391 1 1 2 2 1 
396 1 1 2 2 1 
401 1 1 2 2 2 
406 1 1 2 2 1 
411 1 1 2 2 1 
416 1 1 2 2 2 
421 1 1 2 2 2 
426 1 1 2 2 1 
431 1 1 2 2 1 
436 1 1 2 2 1 
441 1 1 2 2 1 
446 1 1 2 2 1 
451 1 1 2 2 1 
456 1 1 2 2 1 
461 1 1 2 2 1 
466 1 1 2 2 1 
471 1 1 2 2 1 
476 1 1 2 2 1 
481 1 1 2 2 1 
486 1 1 2 2 1 
491 1 1 2 2 2 
496 1 1 2 2 1 
501 1 1 2 2 1 
506 1 1 2 2 1 
511 1 1 2 2 1 
516 1 1 2 2 1 
521 1 1 2 2 1 
526 1 1 2 2 2 
531 1 1 2 2 2 
536 1 1 2 2 2 
541 1 1 2 2 2 
546 1 1 2 2 2 
551 1 1 2 2 2 
556 1 1 2 2 2 
561 1 1 2 2 2 
566 1 1 2 2 2 
571 1 1 2 2 2 
576 1 1 2 2 2 
581 1 1 2 2 2 
586 1 1 2 2 1 
591 1 1 2 2 1 
596 1 1 2 2 1 
601 1 1 2 2 2 
606 1 1 2 2 2 
611 1 1 2 2 2 
616 1 1 2 2 2 
621 1 1 2 2 2 
626 1 1 2 2 2 
631 1 1 2 2 1 
636 1 1 2 2 1 
641 1 1 2 2 1 
646 1 1 2 2 2 
651 1 1 2 2 2 
656 1 1 2 2 2 
661 1 1 2 2 2 
666 1 1 2 2 2 
671 1 1 2 2 2 
676 1 1 2 2 2 
681 1 1 2 2 2 
686 1 1 2 2 2 
691 1 1 2 2 2 
696 1 1 2 2 2 
701 1 1 2 2 2 
706 1 1 2 2 2 
711 1 1 2 2 2 
716 1 1 2 2 1 
721 1 1 2 2 1 
726 1 1 2 2 2 
731 1 1 2 2 2 
736 1 1 2 2 2 
741 1 1 2 2 2 
746 1 1 2 2 2 
751 1 1 2 2 2 
756 1 1 2 2 2 
761 1 1 2 2 2 
766 1 1 2 2 1 
771 1 1 2 2 1 
776 1 1 2 2 1 
781 1 1 2 2 1 
786 1 1 2 2 1 
791 1 1 2 2 1 
796 1 1 2 2 1 
801 1 1 2 2 1 
806 1 1 2 2 1 
811 1 1 2 2 1 
816 1 1 2 2 1 
821 1 1 2 2 1 
826 1 1 2 2 1 
831 1 1 2 2 1 
836 1 1 2 2 1 
841 1 1 2 2 1 
846 1 1 2 2 1 
851 1 1 2 2 1 
856 1 1 2 2 2 
861 1 1 2 2 2 
866 1 1 2 2 2 
871 1 1 2 2 2 
876 1 1 2 2 2 
881 1 1 2 2 2 
886 1 1 2 2 2 
891 1 1 2 2 2 
896 1 1 2 2 2 
901 1 1 2 2 2 
906 1 1 2 2 2 
911 1 1 2 2 2 
916 1 1 2 2 2 
921 1 1 2 2 2 
926 1 1 2 2 2 
931 1 1 2 2 2 
936 1 1 2 2 2 
941 1 1 2 2 2 
946 1 1 2 2 2 
951 1 1 2 2 2 
956 1 1 2 2 2 
961 1 1 2 2 2 
966 1 1 2 2 2 
971 1 1 2 2 2 
976 1 1 2 2 2 
981 1 1 2 2 2 
986 1 1 2 2 2 
991 1 1 2 2 2 
996 1 1 2 2 2 
