1 2  -3.4707
1 2   3.4293
1 2   2.3293
1 2   1.2293
1 2   6.2293
1 3  -5.4707
1 3  -2.1707
1 3   0.6293
1 3  -0.9707
1 4  -3.3707
1 4   6.8293
1 4  -4.0707
1 4   4.8293
1 4  -1.5707
1 4   0.7293
5 3   2.3293
5 3   3.5293
5 3   0.4293
5 3  -0.6707
3 4  -2.1707
3 4  -3.4707
3 4  -2.1707
1 2   0.3215
1 2   2.1215
1 2   4.5215
1 2   2.0215
1 2   1.5215
1 3  -9.3785
1 3   2.1215
1 3  -1.0785
1 4  -0.6785
1 4   2.0215
5 3  -1.4785
5 3   0.1215
5 3  -0.7785
3 4   1.5215
3 4  -1.5785
3 4  -0.9785
3 4   2.5215
3 4  -1.5785
1 2  -4.6598
1 2  -1.0598
1 2  -5.3598
1 2   2.8402
1 3   1.5402
1 4   1.0402
1 4   1.4402
1 4   0.9402
5 3  -0.4598
5 3  -1.1598
5 3  -4.2598
3 4   0.0402
3 4   1.8402
3 4   2.9402
3 4   1.7402
3 4   2.1402
3 4   1.3402
1 2   2.9783
1 2   2.0783
1 2   1.4783
1 2   1.9783
1 2   1.6783
1 3   2.6783
1 3   0.2783
1 3   2.5783
1 3   0.8783
1 3   1.3783
1 4   2.1783
1 4   2.6783
1 4  -1.0217
1 4   2.5783
1 4  -3.1217
5 3  -1.5217
5 3  -5.3217
5 3  -1.8217
3 4  -2.9217
3 4  -1.4217
3 4  -0.8217
3 4  -4.0217
1 2   0.7283
1 2   2.4283
1 2   2.4283
1 2   4.4283
1 2  -4.5717
1 3  -5.5717
1 3   2.3283
1 3   1.3283
1 3   2.6283
1 3   3.2283
1 3   3.5283
1 4  -1.2717
1 4   0.7283
1 4   0.6283
5 3  -1.4717
5 3   0.3283
5 3  -5.2717
5 3  -1.9717
3 4  -6.7717
3 4   1.2283
3 4   1.1283
3 4   1.0283
1 2   2.1242
1 2   2.6242
1 2   3.3242
1 2  -2.9758
1 3  -0.2758
1 3   6.1242
1 3   3.8242
1 3  -1.3758
1 3   0.6242
1 3  -0.4758
1 4   0.5242
1 4   1.0242
5 3  -4.3758
5 3  -5.4758
5 3   0.8242
5 3  -4.5758
5 3  -1.0758
5 3  -3.8758
3 4   0.6242
3 4  -1.1758
3 4   0.5242
1 2   1.1502
1 2  -1.6498
1 2   2.1502
1 2   0.5502
1 3  -2.9498
1 3   1.2502
1 3  -0.0498
1 4   0.9502
1 4   2.0502
1 4   1.3502
1 4  -0.2498
5 3  -3.0498
5 3  -1.0498
5 3  -1.2498
5 3  -1.2498
3 4   0.2502
3 4   1.0502
3 4   1.4502
3 4  -0.7498
1 2   1.4515
1 2  -7.9485
1 2   2.9515
1 2   2.0515
1 3   1.1515
1 3   4.4515
1 3   0.5515
1 3  -2.8485
1 3  -1.9485
1 4  -1.4485
1 4   3.4515
1 4   0.3515
1 4   0.2515
5 3   2.0515
5 3   1.3515
5 3  -0.5485
5 3   0.4515
5 3   0.6515
3 4  -3.0485
3 4  -0.6485
3 4   0.9515
3 4  -4.0485
1 2   2.6573
1 2   2.3573
1 2   1.3573
1 2   3.8573
1 2   4.9573
1 3  -5.4427
1 3  -1.6427
1 3   0.0573
1 3  -0.2427
1 3   2.5573
1 3  -1.1427
1 4   0.1573
1 4  -0.7427
1 4   2.3573
1 4   0.9573
1 4   0.0573
5 3  -1.8427
5 3  -1.1427
5 3  -3.2427
3 4  -0.4427
3 4  -0.4427
3 4  -1.2427
3 4  -0.6427
3 4  -1.6427
1 2   2.2908
1 2   2.2908
1 2  -0.7092
1 2  -2.3092
1 2   3.8908
1 2   3.5908
1 5  -0.6092
1 5  -2.6092
1 5  -7.2092
1 5  -1.7092
1 5  -2.4092
1 3   1.1908
1 3   3.1908
1 3   0.5908
1 3   2.2908
1 3  -0.1092
1 4   1.4908
1 4   1.7908
1 4   1.8908
1 4   2.9908
1 4   0.9908
1 4   4.3908
2 5  -0.6092
2 5  -1.1092
2 5  -0.0092
2 5   1.9908
2 5   3.4908
2 5  -1.8092
2 3  -5.3092
2 3   0.7908
2 3  -2.0092
2 3  -2.7092
2 3   0.3908
2 3  -6.1092
2 4   0.1908
2 4   1.5908
2 4  -0.2092
2 4   0.2908
2 4   0.7908
2 4   2.0908
5 3   0.9908
5 3   0.7908
5 3  -0.2092
5 3  -1.9092
5 3  -1.7092
3 4   1.9908
3 4   1.5908
3 4  -4.8092
3 4  -0.7092
3 4   0.7908
3 4  -1.2092
1 2   0.7646
1 2  -2.9354
1 2   3.2646
1 2  -1.8354
1 2   2.3646
1 5   2.7646
1 5  -0.4354
1 5   1.9646
1 5   0.1646
1 3   1.5646
1 3  -2.9354
1 3  -1.2354
1 3  -0.4354
1 3  -0.4354
1 4   1.2646
1 4   1.7646
1 4   1.1646
1 4   1.3646
1 4   1.2646
1 4   2.2646
2 5  -0.6354
2 5  -6.5354
2 5   1.3646
2 5   4.5646
2 5  -0.6354
2 5   0.1646
2 3   2.2646
2 3  -0.1354
2 3  -2.7354
2 3   1.6646
2 3  -1.1354
2 3   0.6646
2 4   2.7646
2 4  -5.5354
2 4  -0.5354
2 4   0.1646
2 4   4.0646
2 4   2.7646
5 3  -0.0354
5 3  -2.7354
5 3  -1.2354
5 3  -1.1354
5 3  -0.6354
3 4  -3.4354
3 4   0.0646
3 4  -0.6354
3 4  -2.6354
3 4   0.0646
1 2   0.0093
1 2  -0.6907
1 2   0.9093
1 2   1.8093
1 2 -11.5907
1 2  -0.5907
1 5   0.1093
1 5   2.1093
1 5  -1.8907
1 5   2.6093
1 5   1.7093
1 5   0.3093
1 3   0.1093
1 3  -3.2907
1 3   2.4093
1 3   0.4093
1 3   0.4093
1 3  -1.1907
1 4   1.4093
1 4   1.4093
1 4   1.8093
1 4   1.3093
1 4  -4.7907
2 5   1.6093
2 5  -0.1907
2 5   3.9093
2 5  -2.2907
2 5   0.8093
2 3  -2.9907
2 3  -0.5907
2 3   0.2093
2 3  -0.5907
2 3  -1.3907
2 3   0.3093
2 4   3.8093
2 4   2.7093
2 4   2.2093
2 4   1.5093
2 4   3.4093
5 3  -1.0907
5 3   0.2093
5 3  -2.1907
5 3   0.1093
5 3   1.1093
3 4  -1.8907
3 4  -0.0907
3 4   0.7093
3 4  -1.3907
3 4  -0.6907
3 4  -2.0907
1 2   0.3018
1 2   0.6018
1 2  -0.1982
1 2   0.8018
1 5   1.8018
1 5   1.3018
1 5   0.0018
1 5   1.2018
1 5  -0.5982
1 3  -1.1982
1 3  -1.0982
1 3  -1.3982
1 3   0.6018
1 3   1.1018
1 3  -0.0982
1 4   0.9018
1 4   0.7018
1 4   1.8018
1 4   0.0018
1 4   1.6018
1 4  -0.6982
2 5   0.4018
2 5   1.3018
2 5   1.3018
2 5  -1.6982
2 5   1.5018
2 3  -3.1982
2 3  -1.7982
2 4   0.8018
2 4  -0.3982
2 4   2.1018
2 4  -0.8982
2 4   1.8018
2 4   2.9018
5 3   0.1018
5 3  -0.6982
5 3   0.0018
5 3   0.9018
5 3  -2.2982
5 3   0.8018
3 4  -3.4982
3 4  -1.1982
3 4  -0.0982
3 4  -4.1982
3 4   0.0018
3 4   0.8018
1 2   0.1264
1 2   1.9264
1 2   1.6264
1 2   1.5264
1 2  -0.3736
1 5   1.3264
1 5   0.0264
1 5  -0.1736
1 5   1.6264
1 5  -0.8736
1 5  -0.8736
1 3  -1.1736
1 3   0.0264
1 3   1.6264
1 3   1.0264
1 3   2.2264
1 3   1.3264
1 4  -0.5736
1 4   0.9264
1 4   2.9264
1 4   2.8264
1 4   0.2264
1 4  -8.9736
2 5  -0.7736
2 5   2.2264
2 5  -1.6736
2 5  -0.8736
2 5  -2.9736
2 5  -0.1736
2 3   0.9264
2 3  -1.2736
2 3  -0.9736
2 3  -2.1736
2 3  -1.3736
2 3   0.7264
2 4   0.5264
2 4   1.4264
2 4   6.5264
2 4   0.9264
2 4   1.6264
5 3  -1.8736
5 3  -1.8736
5 3   1.2264
5 3  -1.5736
5 3  -0.1736
3 4  -2.1736
3 4  -1.5736
3 4  -0.5736
3 4  -0.0736
3 4  -1.3736
1 2   0.4179
1 2   0.7179
1 2   0.0179
1 2   1.3179
1 2   0.5179
1 2  -0.1821
