PARENT 1   0.391  0.235
PARENT 2   0.297  0.238
PARENT 3  -0.467  0.237
PARENT 4   0.088  0.238
PARENT 5  -0.308  0.244
CROSS 1   0.000   .   
CROSS 2   0.000   .   
CROSS 3   0.000   .   
CROSS 4   0.000   .   
CROSS 5   0.000   .   
CROSS 6   0.000   .   
CROSS 7   0.000   .   
CROSS 8   0.000   .   
CROSS 9   0.000   .   
